=================================================
--- Procesamiento iniciado: 2026-04-08 13:42:53 ---
=================================================
=================================================
--- Procesamiento iniciado: 2026-04-22 13:07:05 ---
=================================================
[2026-04-22 13:07:05] | Línea 47 | ERROR: Kilos no es un número válido: '---' | Contenido: '1047;Lugo;---;Entregado'
[2026-04-22 13:07:05] | Línea 7595 | ERROR: Kilos no es un número válido: 'SENSOR_FAIL' | Contenido: '8595;Gijón;SENSOR_FAIL;Entregado'
[2026-04-22 13:07:05] | Línea 7627 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '8627;Fuenlabrada;367.53;Devuelto;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 7639 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '8639;Oviedo;-4332.5;En_Almacén'
[2026-04-22 13:07:05] | Línea 7651 | ERROR: ID de envío vacío | Contenido: ';;4894.45;En_Almacén'
[2026-04-22 13:07:05] | Línea 7672 | ERROR: Kilos no es un número válido: 'ERROR_PESO' | Contenido: '8672;Jaén;ERROR_PESO;Cancelado'
[2026-04-22 13:07:05] | Línea 7681 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '8681;Leganés;1267.29;Entregado;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 7684 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '8684;Oviedo;-4416.23;Retrasado'
[2026-04-22 13:07:05] | Línea 7689 | ERROR: Kilos no es un número válido: 'OVERFLOW' | Contenido: '8689;Mérida;OVERFLOW;Pendiente'
[2026-04-22 13:07:05] | Línea 7704 | ERROR: Kilos no es un número válido: 'null' | Contenido: '8704;Bilbao;null;Cancelado'
[2026-04-22 13:07:05] | Línea 7710 | ERROR: Kilos no es un número válido: 'ERROR_PESO' | Contenido: '8710;Sevilla;ERROR_PESO;Devuelto'
[2026-04-22 13:07:05] | Línea 7720 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '8720;Santander;-2009.83;Retrasado'
[2026-04-22 13:07:05] | Línea 7746 | ERROR: Kilos no es un número válido: 'OVERFLOW' | Contenido: '8746;Sevilla;OVERFLOW;Pendiente'
[2026-04-22 13:07:05] | Línea 7748 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '8748;Barcelona;2831.87;En_Almacén;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 7762 | ERROR: Destino vacío | Contenido: '8762;;3095.5;Entregado'
[2026-04-22 13:07:05] | Línea 7763 | ERROR: Destino vacío | Contenido: '8763;;712.88;Pendiente'
[2026-04-22 13:07:05] | Línea 7798 | ERROR: Destino vacío | Contenido: '8798;;4689.3;Devuelto'
[2026-04-22 13:07:05] | Línea 7808 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '8808;Cartagena;-741.77;Cancelado'
[2026-04-22 13:07:05] | Línea 7836 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '8836;Elche;3843.94;En_Almacén;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 7856 | ERROR: Kilos no es un número válido: '??' | Contenido: '8856;Sevilla;??;En_Ruta'
[2026-04-22 13:07:05] | Línea 7865 | ERROR: Kilos no es un número válido: 'SENSOR_FAIL' | Contenido: '8865;Fuenlabrada;SENSOR_FAIL;Devuelto'
[2026-04-22 13:07:05] | Línea 7871 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '8871;Lugo;-3704.32;Pendiente'
[2026-04-22 13:07:05] | Línea 7873 | ERROR: Kilos no es un número válido: '??' | Contenido: '8873;Granada;??;En_Almacén'
[2026-04-22 13:07:05] | Línea 7908 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '8908;Sevilla;-248.48;Entregado'
[2026-04-22 13:07:05] | Línea 7925 | ERROR: Destino vacío | Contenido: '8925;;1178.04;Retrasado'
[2026-04-22 13:07:05] | Línea 7940 | ERROR: Kilos no es un número válido: 'OVERFLOW' | Contenido: '8940;León;OVERFLOW;Pendiente'
[2026-04-22 13:07:05] | Línea 7945 | ERROR: Kilos no es un número válido: 'SENSOR_FAIL' | Contenido: '8945;Lleida;SENSOR_FAIL;Pendiente'
[2026-04-22 13:07:05] | Línea 7949 | ERROR: Kilos no es un número válido: 'null' | Contenido: '8949;Burgos;null;En_Ruta'
[2026-04-22 13:07:05] | Línea 7959 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '8959;Lugo;-350.28;En_Ruta'
[2026-04-22 13:07:05] | Línea 7960 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '8960;Córdoba;4633.15;Retrasado;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 7973 | ERROR: Kilos no es un número válido: 'ERROR_PESO' | Contenido: '8973;Elche;ERROR_PESO;En_Almacén'
[2026-04-22 13:07:05] | Línea 8024 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '9024;Valladolid;527.28;En_Almacén;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 8031 | ERROR: Kilos no es un número válido: '??' | Contenido: '9031;Sevilla;??;Devuelto'
[2026-04-22 13:07:05] | Línea 8039 | ERROR: Kilos no es un número válido: 'SENSOR_FAIL' | Contenido: '9039;Tarragona;SENSOR_FAIL;En_Ruta'
[2026-04-22 13:07:05] | Línea 8043 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '9043;Pamplona;2062.19;En_Almacén;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 8068 | ERROR: ID de envío vacío | Contenido: ';;3870.35;Pendiente'
[2026-04-22 13:07:05] | Línea 8074 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '9074;Mérida;-1984.81;Devuelto'
[2026-04-22 13:07:05] | Línea 8096 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '9096;Bilbao;-3244.08;Retrasado'
[2026-04-22 13:07:05] | Línea 8098 | ERROR: Destino vacío | Contenido: '9098;;3361.3;Pendiente'
[2026-04-22 13:07:05] | Línea 8099 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '9099;Badalona;4592.05;Entregado;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 8102 | ERROR: Kilos no es un número válido: 'null' | Contenido: '9102;Santander;null;En_Almacén'
[2026-04-22 13:07:05] | Línea 8109 | ERROR: Kilos no es un número válido: '??' | Contenido: '9109;Ávila;??;En_Ruta'
[2026-04-22 13:07:05] | Línea 8119 | ERROR: Kilos no es un número válido: '??' | Contenido: '9119;Barcelona;??;Retrasado'
[2026-04-22 13:07:05] | Línea 8126 | ERROR: Destino vacío | Contenido: '9126;;3567.11;En_Almacén'
[2026-04-22 13:07:05] | Línea 8143 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '9143;Cádiz;-4195.13;Retrasado'
[2026-04-22 13:07:05] | Línea 8145 | ERROR: Kilos no es un número válido: 'SENSOR_FAIL' | Contenido: '9145;Logroño;SENSOR_FAIL;Retrasado'
[2026-04-22 13:07:05] | Línea 8152 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '9152;Barcelona;-1865.57;En_Almacén'
[2026-04-22 13:07:05] | Línea 8179 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '9179;Ávila;-3474.03;Devuelto'
[2026-04-22 13:07:05] | Línea 8186 | ERROR: Kilos no es un número válido: '??' | Contenido: '9186;Almería;??;Retrasado'
[2026-04-22 13:07:05] | Línea 8187 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '9187;Santander;3723.63;Retrasado;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 8197 | ERROR: Kilos no es un número válido: '---' | Contenido: '9197;Santander;---;Entregado'
[2026-04-22 13:07:05] | Línea 8209 | ERROR: Kilos no es un número válido: '??' | Contenido: '9209;Ourense;??;Devuelto'
[2026-04-22 13:07:05] | Línea 8213 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '9213;Lugo;3345.7;Cancelado;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 8225 | ERROR: Destino vacío | Contenido: '9225;;3571.81;Entregado'
[2026-04-22 13:07:05] | Línea 8227 | ERROR: Destino vacío | Contenido: '9227;;2873.27;En_Almacén'
[2026-04-22 13:07:05] | Línea 8252 | ERROR: Kilos no es un número válido: '---' | Contenido: '9252;Almería;---;En_Almacén'
[2026-04-22 13:07:05] | Línea 8258 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '9258;Pamplona;4620.99;En_Ruta;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 8259 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '9259;Gijón;-4128.43;Cancelado'
[2026-04-22 13:07:05] | Línea 8261 | ERROR: Kilos no es un número válido: '---' | Contenido: '9261;Fuenlabrada;---;Cancelado'
[2026-04-22 13:07:05] | Línea 8262 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '9262;Barcelona;-257.14;Retrasado'
[2026-04-22 13:07:05] | Línea 8276 | ERROR: Destino vacío | Contenido: '9276;;1724.65;Entregado'
[2026-04-22 13:07:05] | Línea 8287 | ERROR: Kilos no es un número válido: '---' | Contenido: '9287;Valencia;---;Retrasado'
[2026-04-22 13:07:05] | Línea 8288 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '9288;Salamanca;-3506.14;Cancelado'
[2026-04-22 13:07:05] | Línea 8303 | ERROR: Destino vacío | Contenido: '9303;;667.23;Cancelado'
[2026-04-22 13:07:05] | Línea 8324 | ERROR: Kilos no es un número válido: '??' | Contenido: '9324;Hospitalet;??;En_Ruta'
[2026-04-22 13:07:05] | Línea 8327 | ERROR: Kilos no es un número válido: 'OVERFLOW' | Contenido: '9327;Leganés;OVERFLOW;En_Almacén'
[2026-04-22 13:07:05] | Línea 8332 | ERROR: Kilos no es un número válido: 'null' | Contenido: '9332;Badalona;null;En_Almacén'
[2026-04-22 13:07:05] | Línea 8333 | ERROR: ID de envío vacío | Contenido: ';;3765.22;En_Ruta'
[2026-04-22 13:07:05] | Línea 8349 | ERROR: Destino vacío | Contenido: '9349;;182.01;Cancelado'
[2026-04-22 13:07:05] | Línea 8370 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '9370;Santa_Cruz;-1668.61;Devuelto'
[2026-04-22 13:07:05] | Línea 8379 | ERROR: ID de envío vacío | Contenido: ';;2510.75;Pendiente'
[2026-04-22 13:07:05] | Línea 8393 | ERROR: Kilos no es un número válido: '??' | Contenido: '9393;Huelva;??;Pendiente'
[2026-04-22 13:07:05] | Línea 8398 | ERROR: Kilos no es un número válido: 'SENSOR_FAIL' | Contenido: '9398;Segovia;SENSOR_FAIL;En_Almacén'
[2026-04-22 13:07:05] | Línea 8404 | ERROR: Kilos no es un número válido: 'N/A' | Contenido: '9404;Barcelona;N/A;Devuelto'
[2026-04-22 13:07:05] | Línea 8427 | ERROR: Destino vacío | Contenido: '9427;;3223.43;Devuelto'
[2026-04-22 13:07:05] | Línea 8478 | ERROR: Kilos no es un número válido: 'N/A' | Contenido: '9478;Jerez;N/A;Devuelto'
[2026-04-22 13:07:05] | Línea 8491 | ERROR: Kilos no es un número válido: '??' | Contenido: '9491;Alicante;??;Pendiente'
[2026-04-22 13:07:05] | Línea 8527 | ERROR: Destino vacío | Contenido: '9527;;4900.52;Entregado'
[2026-04-22 13:07:05] | Línea 8533 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '9533;Lugo;-350.65;Cancelado'
[2026-04-22 13:07:05] | Línea 8573 | ERROR: Kilos no es un número válido: 'ERROR_PESO' | Contenido: '9573;León;ERROR_PESO;En_Almacén'
[2026-04-22 13:07:05] | Línea 8574 | ERROR: ID de envío vacío | Contenido: ';;4321.01;Retrasado'
[2026-04-22 13:07:05] | Línea 8575 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '9575;Lleida;3890.87;Pendiente;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 8576 | ERROR: Destino vacío | Contenido: '9576;;2848.54;Cancelado'
[2026-04-22 13:07:05] | Línea 8580 | ERROR: Kilos no es un número válido: 'ERROR_PESO' | Contenido: '9580;Zaragoza;ERROR_PESO;Pendiente'
[2026-04-22 13:07:05] | Línea 8587 | ERROR: ID de envío vacío | Contenido: ';;1049.02;Entregado'
[2026-04-22 13:07:05] | Línea 8590 | ERROR: Kilos no es un número válido: 'N/A' | Contenido: '9590;Vigo;N/A;Cancelado'
[2026-04-22 13:07:05] | Línea 8611 | ERROR: Kilos no es un número válido: 'N/A' | Contenido: '9611;Sabadell;N/A;En_Almacén'
[2026-04-22 13:07:05] | Línea 8613 | ERROR: Destino vacío | Contenido: '9613;;3560.3;Devuelto'
[2026-04-22 13:07:05] | Línea 8619 | ERROR: Destino vacío | Contenido: '9619;;3542.53;En_Ruta'
[2026-04-22 13:07:05] | Línea 8646 | ERROR: Destino vacío | Contenido: '9646;;3332.67;Cancelado'
[2026-04-22 13:07:05] | Línea 8656 | ERROR: Destino vacío | Contenido: '9656;;1416.26;En_Ruta'
[2026-04-22 13:07:05] | Línea 8659 | ERROR: Destino vacío | Contenido: '9659;;2570.81;Entregado'
[2026-04-22 13:07:05] | Línea 8670 | ERROR: Destino vacío | Contenido: '9670;;1940.45;Retrasado'
[2026-04-22 13:07:05] | Línea 8693 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '9693;Segovia;-1847.4;En_Almacén'
[2026-04-22 13:07:05] | Línea 8702 | ERROR: Kilos no es un número válido: 'ERROR_PESO' | Contenido: '9702;Vigo;ERROR_PESO;En_Ruta'
[2026-04-22 13:07:05] | Línea 8711 | ERROR: Destino vacío | Contenido: '9711;;208.48;Cancelado'
[2026-04-22 13:07:05] | Línea 8712 | ERROR: Kilos no es un número válido: '??' | Contenido: '9712;Mérida;??;Entregado'
[2026-04-22 13:07:05] | Línea 8722 | ERROR: Destino vacío | Contenido: '9722;;3493.99;Entregado'
[2026-04-22 13:07:05] | Línea 8772 | ERROR: ID de envío vacío | Contenido: ';;4566.26;Pendiente'
[2026-04-22 13:07:05] | Línea 8776 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '9776;Sevilla;4278.22;Cancelado;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 8790 | ERROR: ID de envío vacío | Contenido: ';;4435.23;En_Ruta'
[2026-04-22 13:07:05] | Línea 8811 | ERROR: Kilos no es un número válido: 'ERROR_PESO' | Contenido: '9811;Alicante;ERROR_PESO;Retrasado'
[2026-04-22 13:07:05] | Línea 8821 | ERROR: Kilos no es un número válido: 'null' | Contenido: '9821;Fuenlabrada;null;Cancelado'
[2026-04-22 13:07:05] | Línea 8822 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '9822;Pamplona;-718.46;Retrasado'
[2026-04-22 13:07:05] | Línea 8829 | ERROR: Destino vacío | Contenido: '9829;;1670.24;Devuelto'
[2026-04-22 13:07:05] | Línea 8842 | ERROR: Kilos no es un número válido: 'ERROR_PESO' | Contenido: '9842;Vigo;ERROR_PESO;Devuelto'
[2026-04-22 13:07:05] | Línea 8845 | ERROR: Kilos no es un número válido: '---' | Contenido: '9845;Pamplona;---;Entregado'
[2026-04-22 13:07:05] | Línea 8847 | ERROR: Kilos no es un número válido: 'OVERFLOW' | Contenido: '9847;Vitoria;OVERFLOW;Devuelto'
[2026-04-22 13:07:05] | Línea 8849 | ERROR: Kilos no es un número válido: 'ERROR_PESO' | Contenido: '9849;Salamanca;ERROR_PESO;Pendiente'
[2026-04-22 13:07:05] | Línea 8854 | ERROR: Destino vacío | Contenido: '9854;;1515.59;Entregado'
[2026-04-22 13:07:05] | Línea 8895 | ERROR: Kilos no es un número válido: 'SENSOR_FAIL' | Contenido: '9895;Sabadell;SENSOR_FAIL;Cancelado'
[2026-04-22 13:07:05] | Línea 8902 | ERROR: ID de envío vacío | Contenido: ';;232.32;Entregado'
[2026-04-22 13:07:05] | Línea 8904 | ERROR: Kilos no es un número válido: 'SENSOR_FAIL' | Contenido: '9904;Salamanca;SENSOR_FAIL;Entregado'
[2026-04-22 13:07:05] | Línea 8928 | ERROR: Destino vacío | Contenido: '9928;;4975.45;En_Almacén'
[2026-04-22 13:07:05] | Línea 8978 | ERROR: Kilos no es un número válido: '---' | Contenido: '9978;Mérida;---;Entregado'
[2026-04-22 13:07:05] | Línea 8986 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '9986;Pamplona;4568.95;Entregado;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 8998 | ERROR: Kilos no es un número válido: '??' | Contenido: '9998;Málaga;??;Retrasado'
[2026-04-22 13:07:05] | Línea 9013 | ERROR: ID de envío vacío | Contenido: ';;1833.64;Cancelado'
[2026-04-22 13:07:05] | Línea 9018 | ERROR: Kilos no es un número válido: 'null' | Contenido: '10018;Jaén;null;En_Ruta'
[2026-04-22 13:07:05] | Línea 9031 | ERROR: Kilos no es un número válido: '---' | Contenido: '10031;Logroño;---;Retrasado'
[2026-04-22 13:07:05] | Línea 9032 | ERROR: ID de envío vacío | Contenido: ';;2302.9;Cancelado'
[2026-04-22 13:07:05] | Línea 9037 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '10037;Zaragoza;3471.73;En_Almacén;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 9044 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '10044;Móstoles;1578.91;En_Ruta;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 9086 | ERROR: Destino vacío | Contenido: '10086;;4349.59;Cancelado'
[2026-04-22 13:07:05] | Línea 9095 | ERROR: Kilos no es un número válido: 'ERROR_PESO' | Contenido: '10095;Ávila;ERROR_PESO;Devuelto'
[2026-04-22 13:07:05] | Línea 9108 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '10108;Bilbao;835.02;Pendiente;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 9117 | ERROR: ID de envío vacío | Contenido: ';;2916.85;Cancelado'
[2026-04-22 13:07:05] | Línea 9123 | ERROR: Kilos no es un número válido: 'ERROR_PESO' | Contenido: '10123;Cartagena;ERROR_PESO;Retrasado'
[2026-04-22 13:07:05] | Línea 9150 | ERROR: Kilos no es un número válido: '---' | Contenido: '10150;Palma;---;Retrasado'
[2026-04-22 13:07:05] | Línea 9160 | ERROR: Destino vacío | Contenido: '10160;;494.99;Retrasado'
[2026-04-22 13:07:05] | Línea 9162 | ERROR: Kilos no es un número válido: 'null' | Contenido: '10162;Sevilla;null;En_Ruta'
[2026-04-22 13:07:05] | Línea 9172 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '10172;Cartagena;2390.81;Entregado;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 9186 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '10186;Fuenlabrada;-4314.27;Devuelto'
[2026-04-22 13:07:05] | Línea 9204 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '10204;Barcelona;809.76;Retrasado;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 9245 | ERROR: ID de envío vacío | Contenido: ';;4549.56;Devuelto'
[2026-04-22 13:07:05] | Línea 9268 | ERROR: Kilos no es un número válido: '??' | Contenido: '10268;Vigo;??;En_Almacén'
[2026-04-22 13:07:05] | Línea 9275 | ERROR: Kilos no es un número válido: 'N/A' | Contenido: '10275;Badalona;N/A;En_Almacén'
[2026-04-22 13:07:05] | Línea 9284 | ERROR: Destino vacío | Contenido: '10284;;195.29;Retrasado'
[2026-04-22 13:07:05] | Línea 9298 | ERROR: Destino vacío | Contenido: '10298;;2525.09;Entregado'
[2026-04-22 13:07:05] | Línea 9301 | ERROR: Destino vacío | Contenido: '10301;;4234.21;En_Ruta'
[2026-04-22 13:07:05] | Línea 9309 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '10309;Huelva;-3253.13;Pendiente'
[2026-04-22 13:07:05] | Línea 9311 | ERROR: Destino vacío | Contenido: '10311;;2680.28;Cancelado'
[2026-04-22 13:07:05] | Línea 9318 | ERROR: Kilos no es un número válido: 'OVERFLOW' | Contenido: '10318;Barcelona;OVERFLOW;Pendiente'
[2026-04-22 13:07:05] | Línea 9329 | ERROR: ID de envío vacío | Contenido: ';;2151.4;En_Ruta'
[2026-04-22 13:07:05] | Línea 9341 | ERROR: Destino vacío | Contenido: '10341;;707.61;Entregado'
[2026-04-22 13:07:05] | Línea 9344 | ERROR: Destino vacío | Contenido: '10344;;2618.62;Entregado'
[2026-04-22 13:07:05] | Línea 9348 | ERROR: Kilos no es un número válido: 'N/A' | Contenido: '10348;Badajoz;N/A;Devuelto'
[2026-04-22 13:07:05] | Línea 9375 | ERROR: Kilos no es un número válido: 'N/A' | Contenido: '10375;Albacete;N/A;Cancelado'
[2026-04-22 13:07:05] | Línea 9378 | ERROR: Destino vacío | Contenido: '10378;;1575.2;Pendiente'
[2026-04-22 13:07:05] | Línea 9382 | ERROR: Kilos no es un número válido: '??' | Contenido: '10382;Salamanca;??;En_Almacén'
[2026-04-22 13:07:05] | Línea 9386 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '10386;Almería;3254.85;Cancelado;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 9389 | ERROR: ID de envío vacío | Contenido: ';;1049.52;En_Ruta'
[2026-04-22 13:07:05] | Línea 9405 | ERROR: Destino vacío | Contenido: '10405;;1447.15;Retrasado'
[2026-04-22 13:07:05] | Línea 9408 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '10408;Móstoles;91.94;En_Almacén;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 9424 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '10424;Murcia;-890.75;En_Ruta'
[2026-04-22 13:07:05] | Línea 9447 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '10447;Almería;-4844.82;Devuelto'
[2026-04-22 13:07:05] | Línea 9519 | ERROR: Kilos no es un número válido: '??' | Contenido: '10519;Leganés;??;Pendiente'
[2026-04-22 13:07:05] | Línea 9533 | ERROR: Kilos no es un número válido: 'SENSOR_FAIL' | Contenido: '10533;Las_Palmas;SENSOR_FAIL;Pendiente'
[2026-04-22 13:07:05] | Línea 9553 | ERROR: Destino vacío | Contenido: '10553;;504.0;En_Almacén'
[2026-04-22 13:07:05] | Línea 9554 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '10554;Murcia;2955.65;En_Almacén;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 9585 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '10585;Toledo;-1128.99;En_Almacén'
[2026-04-22 13:07:05] | Línea 9588 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '10588;Pamplona;-4132.62;En_Ruta'
[2026-04-22 13:07:05] | Línea 9613 | ERROR: Kilos no es un número válido: 'null' | Contenido: '10613;Valencia;null;En_Almacén'
[2026-04-22 13:07:05] | Línea 9629 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '10629;Jerez;330.98;En_Almacén;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 9641 | ERROR: ID de envío vacío | Contenido: ';;3810.84;Retrasado'
[2026-04-22 13:07:05] | Línea 9655 | ERROR: Destino vacío | Contenido: '10655;;1970.18;Retrasado'
[2026-04-22 13:07:05] | Línea 9673 | ERROR: Destino vacío | Contenido: '10673;;2463.83;Pendiente'
[2026-04-22 13:07:05] | Línea 9677 | ERROR: Kilos no es un número válido: '---' | Contenido: '10677;Móstoles;---;En_Almacén'
[2026-04-22 13:07:05] | Línea 9684 | ERROR: Kilos no es un número válido: 'N/A' | Contenido: '10684;Fuenlabrada;N/A;Cancelado'
[2026-04-22 13:07:05] | Línea 9687 | ERROR: Kilos no es un número válido: 'N/A' | Contenido: '10687;Gijón;N/A;En_Almacén'
[2026-04-22 13:07:05] | Línea 9688 | ERROR: Kilos no es un número válido: '??' | Contenido: '10688;Burgos;??;Entregado'
[2026-04-22 13:07:05] | Línea 9691 | ERROR: ID de envío vacío | Contenido: ';;2360.59;Cancelado'
[2026-04-22 13:07:05] | Línea 9706 | ERROR: Destino vacío | Contenido: '10706;;3938.8;En_Ruta'
[2026-04-22 13:07:05] | Línea 9708 | ERROR: Kilos no es un número válido: 'ERROR_PESO' | Contenido: '10708;Logroño;ERROR_PESO;Entregado'
[2026-04-22 13:07:05] | Línea 9721 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '10721;Badajoz;878.99;Pendiente;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 9726 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '10726;Bilbao;4622.25;Entregado;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 9727 | ERROR: Kilos no es un número válido: '??' | Contenido: '10727;Hospitalet;??;Pendiente'
[2026-04-22 13:07:05] | Línea 9739 | ERROR: Kilos no es un número válido: 'OVERFLOW' | Contenido: '10739;Gijón;OVERFLOW;Cancelado'
[2026-04-22 13:07:05] | Línea 9740 | ERROR: Destino vacío | Contenido: '10740;;3021.31;Entregado'
[2026-04-22 13:07:05] | Línea 9741 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '10741;Badalona;-1880.4;Retrasado'
[2026-04-22 13:07:05] | Línea 9743 | ERROR: Kilos no es un número válido: 'OVERFLOW' | Contenido: '10743;Valladolid;OVERFLOW;Devuelto'
[2026-04-22 13:07:05] | Línea 9764 | ERROR: Kilos no es un número válido: 'ERROR_PESO' | Contenido: '10764;Cuenca;ERROR_PESO;Devuelto'
[2026-04-22 13:07:05] | Línea 9766 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '10766;Hospitalet;2611.97;En_Almacén;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 9779 | ERROR: ID de envío vacío | Contenido: ';;1193.92;Devuelto'
[2026-04-22 13:07:05] | Línea 9788 | ERROR: Destino vacío | Contenido: '10788;;1147.51;Cancelado'
[2026-04-22 13:07:05] | Línea 9790 | ERROR: Destino vacío | Contenido: '10790;;2556.22;Cancelado'
[2026-04-22 13:07:05] | Línea 9799 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '10799;Barcelona;3048.21;Pendiente;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 9816 | ERROR: Kilos debe ser un número positivo mayor que cero | Contenido: '10816;Badajoz;-1501.19;En_Almacén'
[2026-04-22 13:07:05] | Línea 9845 | ERROR: Destino vacío | Contenido: '10845;;664.07;Retrasado'
[2026-04-22 13:07:05] | Línea 9850 | ERROR: ID de envío vacío | Contenido: ';;4117.59;Devuelto'
[2026-04-22 13:07:05] | Línea 9851 | ERROR: Número incorrecto de campos. Se esperaban5campos separados por ';'. | Contenido: '10851;Granada;118.63;Retrasado;EXTRA_CAMPO'
[2026-04-22 13:07:05] | Línea 9867 | ERROR: Kilos no es un número válido: 'SENSOR_FAIL' | Contenido: '10867;León;SENSOR_FAIL;Cancelado'
[2026-04-22 13:07:05] | Línea 9893 | ERROR: Kilos no es un número válido: 'OVERFLOW' | Contenido: '10893;Logroño;OVERFLOW;Cancelado'
[2026-04-22 13:07:05] | Línea 9897 | ERROR: Destino vacío | Contenido: '10897;;2491.26;Devuelto'
